name_new,team_new,start_date_new,end_date_new,home_wins_new,away_wins_new,home_loss_new,away_loss_new,home_draws_new,away_draws_new,total_games_new,total_home_games_new,total_away_games_new,avg_xg_created_in_home_wins_new,avg_xg_faced_in_home_wins_new,avg_xg_created_in_away_wins_new,avg_xg_faced_in_away_wins_new,avg_xg_created_in_home_draws_new,avg_xg_faced_in_home_draws_new,avg_xg_created_in_away_draws_new,avg_xg_faced_in_away_draws_new,avg_xg_created_in_home_loss_new,avg_xg_faced_in_home_loss_new,avg_xg_created_in_away_loss_new,avg_xg_faced_in_away_loss_new,median_xg_created_in_home_wins_new,median_xg_faced_in_home_wins_new,median_xg_created_in_away_wins_new,median_xg_faced_in_away_wins_new,median_xg_created_in_home_draws_new,median_xg_faced_in_home_draws_new,median_xg_created_in_away_draws_new,median_xg_faced_in_away_draws_new,median_xg_created_in_home_loss_new,median_xg_faced_in_home_loss_new,median_xg_created_in_away_loss_new,median_xg_faced_in_away_loss_new,name_old,team_old,start_date_old,end_date_old,home_wins_old,away_wins_old,home_loss_old,away_loss_old,home_draws_old,away_draws_old,total_games_old,total_home_games_old,total_away_games_old,avg_xg_created_in_home_wins_old,avg_xg_faced_in_home_wins_old,avg_xg_created_in_away_wins_old,avg_xg_faced_in_away_wins_old,avg_xg_created_in_home_draws_old,avg_xg_faced_in_home_draws_old,avg_xg_created_in_away_draws_old,avg_xg_faced_in_away_draws_old,avg_xg_created_in_home_loss_old,avg_xg_faced_in_home_loss_old,avg_xg_created_in_away_loss_old,avg_xg_faced_in_away_loss_old,median_xg_created_in_home_wins_old,median_xg_faced_in_home_wins_old,median_xg_created_in_away_wins_old,median_xg_faced_in_away_wins_old,median_xg_created_in_home_draws_old,median_xg_faced_in_home_draws_old,median_xg_created_in_away_draws_old,median_xg_faced_in_away_draws_old,median_xg_created_in_home_loss_old,median_xg_faced_in_home_loss_old,median_xg_created_in_away_loss_old,median_xg_faced_in_away_loss_old,league,old_manager_type,new_manager_type
Giuseppe Iachini,Sassuolo,2017-12-03,2017-12-03,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.4,Cristian Bucchi,Sassuolo,2017-11-19,2017-11-19,0,1,0,0,0,0,1,0,1,0.0,0.0,2.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
David Unsworth,Everton,2017-10-29,2017-10-29,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3,Ronald Koeman,Everton,2017-10-15,2017-10-15,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,INTERIM
Sam Allardyce,Everton,2017-12-02,2017-12-02,1,0,0,0,0,0,1,1,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Unsworth,Everton,2017-11-26,2017-11-26,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,EPL,INTERIM,PERMANENT
Duncan Ferguson,Everton,2019-12-07,2019-12-07,1,0,0,0,0,0,1,1,0,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marco Silva,Everton,2019-12-01,2019-12-01,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.2,EPL,PERMANENT,INTERIM
Carlo Ancelotti,Everton,2019-12-26,2019-12-26,1,0,0,0,0,0,1,1,0,1.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Duncan Ferguson,Everton,2019-12-15,2019-12-15,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,0.0,0.0,0.0,0.0,EPL,INTERIM,PERMANENT
Duncan Ferguson,Everton,2022-01-22,2022-01-22,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,0.0,Rafael Benítez,Everton,2022-01-02,2022-01-02,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.7,0.0,0.0,EPL,PERMANENT,INTERIM
Frank Lampard,Everton,2022-02-08,2022-02-08,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.9,Duncan Ferguson,Everton,2022-01-15,2022-01-15,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,EPL,INTERIM,PERMANENT
Sean Dyche,Everton,2023-02-04,2023-02-04,1,0,0,0,0,0,1,1,0,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank Lampard,Everton,2023-01-14,2023-01-14,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.0,0.0,EPL,PERMANENT,PERMANENT
Matthias Kaltenbach,Hoffenheim,2020-06-12,2020-06-12,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.5,0.0,0.0,Alfred Schreuder,Hoffenheim,2020-05-30,2020-05-30,0,1,0,0,0,0,1,0,1,0.0,0.0,2.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUNDESLIGA,PERMANENT,INTERIM
Pellegrino Matarazzo,Hoffenheim,2023-02-11,2023-02-11,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.0,0.0,André Breitenreiter,Hoffenheim,2023-01-28,2023-01-28,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.7,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Cristóbal Parralo,La Coruña,2017-10-30,2017-10-30,0,1,0,0,0,0,1,0,1,0.0,0.0,1.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pepe Mel,La Coruña,2017-10-15,2017-10-15,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Clarence Seedorf,La Coruña,2018-02-12,2018-02-12,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.8,0.0,0.0,Cristóbal Parralo,La Coruña,2018-01-27,2018-01-27,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Nasser Larguet,Marseille,2021-02-03,2021-02-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3,0.0,0.0,0.0,0.0,André Villas-Boas,Marseille,2021-01-20,2021-01-20,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Jorge Sampaoli,Marseille,2021-03-10,2021-03-10,1,0,0,0,0,0,1,1,0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nasser Larguet,Marseille,2021-02-28,2021-02-28,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Jesse Marsch,Leeds United,2022-03-05,2022-03-05,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.4,Marcelo Bielsa,Leeds United,2022-02-23,2022-02-23,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.9,EPL,PERMANENT,PERMANENT
Michael Skubala,Leeds United,2023-02-08,2023-02-08,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,Jesse Marsch,Leeds United,2023-01-22,2023-01-22,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,INTERIM
Javi Gracia,Leeds United,2023-02-25,2023-02-25,1,0,0,0,0,0,1,1,0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Skubala,Leeds United,2023-02-12,2023-02-12,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,0.0,0.0,EPL,INTERIM,PERMANENT
Sam Allardyce,Leeds United,2023-05-06,2023-05-06,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,Javi Gracia,Leeds United,2023-04-25,2023-04-25,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,INTERIM
Abdelaziz Bouhazama,Angers,2022-12-28,2022-12-28,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,Gérald Baticle,Angers,2022-11-05,2022-11-05,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Alexandre Dujeux,Angers,2023-03-12,2023-03-12,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,0.0,0.0,Abdelaziz Bouhazama,Angers,2023-02-25,2023-02-25,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Pascal Plancque,Nîmes,2021-02-07,2021-02-07,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,0.0,0.0,Jérôme Arpinon,Nîmes,2021-01-31,2021-01-31,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,LIGUE_1,PERMANENT,PERMANENT
Boris Schommers,Nürnberg,2019-02-18,2019-02-18,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Michael Köllner,Nürnberg,2019-02-02,2019-02-02,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Tayfun Korkut,Stuttgart,2018-02-03,2018-02-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,Hannes Wolf,Stuttgart,2018-01-20,2018-01-20,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.8,BUNDESLIGA,PERMANENT,PERMANENT
Markus Weinzierl,Stuttgart,2018-10-20,2018-10-20,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,Tayfun Korkut,Stuttgart,2018-09-29,2018-09-29,1,0,0,0,0,0,1,1,0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Nico Willig,Stuttgart,2019-04-27,2019-04-27,1,0,0,0,0,0,1,1,0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Markus Weinzierl,Stuttgart,2019-04-13,2019-04-13,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2,0.0,0.0,BUNDESLIGA,PERMANENT,INTERIM
Michael Wimmer,Stuttgart,2022-10-15,2022-10-15,1,0,0,0,0,0,1,1,0,2.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pellegrino Matarazzo,Stuttgart,2022-10-01,2022-10-01,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,BUNDESLIGA,INTERIM,PERMANENT
Bruno Labbadia,Stuttgart,2023-01-21,2023-01-21,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Michael Wimmer,Stuttgart,2022-11-08,2022-11-08,1,0,0,0,0,0,1,1,0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Sebastian Hoeneß,Stuttgart,2023-04-09,2023-04-09,0,1,0,0,0,0,1,0,1,0.0,0.0,2.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bruno Labbadia,Stuttgart,2023-03-18,2023-03-18,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Vahid Halilhodžić,Nantes,2018-10-07,2018-10-07,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,Miguel Cardoso,Nantes,2018-09-25,2018-09-25,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Patrick Collot,Nantes,2020-12-13,2020-12-13,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,2.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Christian Gourcuff,Nantes,2020-11-28,2020-11-28,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.8,LIGUE_1,PERMANENT,INTERIM
Raymond Domenech,Nantes,2021-01-06,2021-01-06,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Patrick Collot,Nantes,2020-12-20,2020-12-20,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,LIGUE_1,INTERIM,PERMANENT
Antoine Kombouare,Nantes,2021-02-14,2021-02-14,0,1,0,0,0,0,1,0,1,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raymond Domenech,Nantes,2021-02-03,2021-02-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Antoine Kombouaré,Nantes,2023-03-04,2023-03-04,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,Antoine Kombouare,Nantes,2023-02-19,2023-02-19,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,LIGUE_1,PERMANENT,PERMANENT
Pierre Aristouy,Nantes,2023-05-14,2023-05-14,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,Antoine Kombouaré,Nantes,2023-05-03,2023-05-03,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,LIGUE_1,PERMANENT,INTERIM
Alexis Trujillo,Betis,2020-06-25,2020-06-25,1,0,0,0,0,0,1,1,0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rubí,Betis,2020-06-15,2020-06-15,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
José Mourinho,Tottenham,2019-11-23,2019-11-23,0,1,0,0,0,0,1,0,1,0.0,0.0,2.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mauricio Pochettino,Tottenham,2019-11-03,2019-11-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,0.0,0.0,0.0,0.0,EPL,PERMANENT,PERMANENT
Ryan Mason,Tottenham,2021-04-21,2021-04-21,1,0,0,0,0,0,1,1,0,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Mourinho,Tottenham,2021-04-11,2021-04-11,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.1,0.0,0.0,EPL,PERMANENT,PERMANENT
Antonio Conte,Tottenham,2021-11-07,2021-11-07,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,Nuno Espírito Santo,Tottenham,2021-10-24,2021-10-24,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3,EPL,PERMANENT,PERMANENT
Cristian Stellini,Tottenham,2023-04-03,2023-04-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.0,0.0,0.0,0.0,Antonio Conte,Tottenham,2023-03-11,2023-03-11,1,0,0,0,0,0,1,1,0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,INTERIM
Ryan Mason,Tottenham,2023-04-27,2023-04-27,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cristian Stellini,Tottenham,2023-04-15,2023-04-15,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.3,0.0,0.0,EPL,INTERIM,PERMANENT
Marco Baroni,Frosinone,2018-12-22,2018-12-22,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.0,0.0,Moreno Longo,Frosinone,2018-12-08,2018-12-08,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,SERIE_A,PERMANENT,PERMANENT
Frank Kramer,Arminia,2021-03-07,2021-03-07,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Uwe Neuhaus,Arminia,2021-02-19,2021-02-19,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
