name_new,team_new,start_date_new,end_date_new,home_wins_new,away_wins_new,home_loss_new,away_loss_new,home_draws_new,away_draws_new,total_games_new,total_home_games_new,total_away_games_new,avg_xg_created_in_home_wins_new,avg_xg_faced_in_home_wins_new,avg_xg_created_in_away_wins_new,avg_xg_faced_in_away_wins_new,avg_xg_created_in_home_draws_new,avg_xg_faced_in_home_draws_new,avg_xg_created_in_away_draws_new,avg_xg_faced_in_away_draws_new,avg_xg_created_in_home_loss_new,avg_xg_faced_in_home_loss_new,avg_xg_created_in_away_loss_new,avg_xg_faced_in_away_loss_new,median_xg_created_in_home_wins_new,median_xg_faced_in_home_wins_new,median_xg_created_in_away_wins_new,median_xg_faced_in_away_wins_new,median_xg_created_in_home_draws_new,median_xg_faced_in_home_draws_new,median_xg_created_in_away_draws_new,median_xg_faced_in_away_draws_new,median_xg_created_in_home_loss_new,median_xg_faced_in_home_loss_new,median_xg_created_in_away_loss_new,median_xg_faced_in_away_loss_new,name_old,team_old,start_date_old,end_date_old,home_wins_old,away_wins_old,home_loss_old,away_loss_old,home_draws_old,away_draws_old,total_games_old,total_home_games_old,total_away_games_old,avg_xg_created_in_home_wins_old,avg_xg_faced_in_home_wins_old,avg_xg_created_in_away_wins_old,avg_xg_faced_in_away_wins_old,avg_xg_created_in_home_draws_old,avg_xg_faced_in_home_draws_old,avg_xg_created_in_away_draws_old,avg_xg_faced_in_away_draws_old,avg_xg_created_in_home_loss_old,avg_xg_faced_in_home_loss_old,avg_xg_created_in_away_loss_old,avg_xg_faced_in_away_loss_old,median_xg_created_in_home_wins_old,median_xg_faced_in_home_wins_old,median_xg_created_in_away_wins_old,median_xg_faced_in_away_wins_old,median_xg_created_in_home_draws_old,median_xg_faced_in_home_draws_old,median_xg_created_in_away_draws_old,median_xg_faced_in_away_draws_old,median_xg_created_in_home_loss_old,median_xg_faced_in_home_loss_old,median_xg_created_in_away_loss_old,median_xg_faced_in_away_loss_old,league,old_manager_type,new_manager_type
Thomas Letsch,Bochum,2022-10-01,2022-10-01,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.9,Heiko Butscher,Bochum,2022-09-10,2022-09-10,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,BUNDESLIGA,INTERIM,PERMANENT
Claudio Ranieri,Sampdoria,2019-10-20,2019-10-20,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Eusebio Di Francesco,Sampdoria,2019-09-28,2019-09-28,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.2,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Marco Giampaolo,Sampdoria,2022-01-23,2022-01-23,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,Roberto D'Aversa,Sampdoria,2022-01-09,2022-01-09,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,SERIE_A,PERMANENT,PERMANENT
Dejan Stanković,Sampdoria,2022-10-08,2022-10-08,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,Marco Giampaolo,Sampdoria,2022-09-17,2022-09-17,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,SERIE_A,PERMANENT,PERMANENT
Sylvain Didot,Guingamp,2018-11-10,2018-11-10,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,0.0,0.0,Antoine Kombouare,Guingamp,2018-10-27,2018-10-27,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,INTERIM
Jocelyn Gourvennec,Guingamp,2018-11-24,2018-11-24,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,Sylvain Didot,Guingamp,2018-11-04,2018-11-04,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,LIGUE_1,INTERIM,PERMANENT
Fernando Da Cruz,Lille,2017-11-25,2017-11-25,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9,Marcelo Bielsa,Lille,2017-11-17,2017-11-17,1,0,0,0,0,0,1,1,0,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Christophe Galtier,Lille,2018-01-13,2018-01-13,0,1,0,0,0,0,1,0,1,0.0,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fernando Da Cruz,Lille,2017-12-16,2017-12-16,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,LIGUE_1,PERMANENT,PERMANENT
Quique Setién,Barcelona,2020-01-19,2020-01-19,1,0,0,0,0,0,1,1,0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ernesto Valverde,Barcelona,2019-12-21,2019-12-21,1,0,0,0,0,0,1,1,0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Sergi Barjuán,Barcelona,2021-10-30,2021-10-30,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Ronald Koeman,Barcelona,2021-10-24,2021-10-24,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.5,0.0,0.0,LALIGA,PERMANENT,INTERIM
Xavi,Barcelona,2021-11-20,2021-11-20,1,0,0,0,0,0,1,1,0,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergi Barjuán,Barcelona,2021-10-30,2021-10-30,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,INTERIM,PERMANENT
Roberto De Zerbi,Brighton,2022-10-01,2022-10-01,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,0.0,0.0,0.0,0.0,Graham Potter,Brighton,2022-08-30,2022-08-30,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7,EPL,PERMANENT,PERMANENT
Vincenzo Montella,Fiorentina,2019-04-14,2019-04-14,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Stefano Pioli,Fiorentina,2019-04-03,2019-04-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Giuseppe Iachini,Fiorentina,2020-01-06,2020-01-06,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,Vincenzo Montella,Fiorentina,2019-12-15,2019-12-15,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Cesare Prandelli,Fiorentina,2020-11-22,2020-11-22,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.0,Giuseppe Iachini,Fiorentina,2020-11-01,2020-11-01,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,SERIE_A,PERMANENT,PERMANENT
Giuseppe Iachini,Fiorentina,2021-04-03,2021-04-03,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.0,0.0,0.0,0.0,Cesare Prandelli,Fiorentina,2021-03-13,2021-03-13,0,1,0,0,0,0,1,0,1,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Luigi Di Biagio,SPAL,2020-02-15,2020-02-15,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,Leonardo Semplici,SPAL,2020-02-02,2020-02-02,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.3,SERIE_A,PERMANENT,PERMANENT
Adrian Ursea,Nice,2020-12-06,2020-12-06,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,Patrick Vieira,Nice,2020-11-08,2020-11-08,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Didier Digard,Nice,2023-01-11,2023-01-11,1,0,0,0,0,0,1,1,0,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucien Favre,Nice,2022-12-29,2022-12-29,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Huub Stevens,Schalke 04,2019-03-16,2019-03-16,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.1,0.0,0.0,Domenico Tedesco,Schalke 04,2019-03-02,2019-03-02,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.7,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Manuel Baum,Schalke 04,2020-10-03,2020-10-03,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9,David Wagner,Schalke 04,2020-09-18,2020-09-18,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9,BUNDESLIGA,PERMANENT,PERMANENT
Huub Stevens,Schalke 04,2020-12-19,2020-12-19,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,Manuel Baum,Schalke 04,2020-12-13,2020-12-13,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,0.0,0.0,0.0,0.0,BUNDESLIGA,PERMANENT,INTERIM
Christian Gross,Schalke 04,2021-01-02,2021-01-02,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.1,Huub Stevens,Schalke 04,2020-12-16,2020-12-16,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.2,0.0,0.0,BUNDESLIGA,INTERIM,PERMANENT
Dimitrios Grammozis,Schalke 04,2021-03-05,2021-03-05,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Christian Gross,Schalke 04,2021-02-20,2021-02-20,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Matthias Kreutzer,Schalke 04,2022-10-23,2022-10-23,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,Frank Kramer,Schalke 04,2022-10-08,2022-10-08,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,BUNDESLIGA,PERMANENT,INTERIM
Thomas Reis,Schalke 04,2022-10-30,2022-10-30,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,0.0,0.0,Matthias Kreutzer,Schalke 04,2022-10-14,2022-10-14,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.2,0.0,0.0,BUNDESLIGA,INTERIM,PERMANENT
Domenico Tedesco,RB Leipzig,2021-12-11,2021-12-11,1,0,0,0,0,0,1,1,0,4.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jesse Marsch,RB Leipzig,2021-11-28,2021-11-28,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,0.0,0.0,BUNDESLIGA,INTERIM,PERMANENT
Marco Rose,RB Leipzig,2022-09-10,2022-09-10,1,0,0,0,0,0,1,1,0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domenico Tedesco,RB Leipzig,2022-08-27,2022-08-27,1,0,0,0,0,0,1,1,0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUNDESLIGA,PERMANENT,PERMANENT
Ole Gunnar Solskjær,Manchester Utd,2018-12-22,2018-12-22,0,1,0,0,0,0,1,0,1,0.0,0.0,2.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Mourinho,Manchester Utd,2018-12-08,2018-12-08,1,0,0,0,0,0,1,1,0,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,PERMANENT
Michael Carrick,Manchester Utd,2021-11-28,2021-11-28,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,Ole Gunnar Solskjær,Manchester Utd,2021-11-06,2021-11-06,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,0.0,0.0,EPL,PERMANENT,INTERIM
Ralf Rangnick,Manchester Utd,2021-12-05,2021-12-05,1,0,0,0,0,0,1,1,0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Carrick,Manchester Utd,2021-11-28,2021-11-28,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,EPL,INTERIM,PERMANENT
Javier Cabello,Alavés,2017-09-20,2017-09-20,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.7,Luis Zubeldía,Alavés,2017-09-10,2017-09-10,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.7,LALIGA,INTERIM,INTERIM
Giovanni De Biasi,Alavés,2017-09-23,2017-09-23,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.4,0.0,0.0,Javier Cabello,Alavés,2017-09-17,2017-09-17,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,0.0,0.0,LALIGA,INTERIM,PERMANENT
Abelardo Fernández,Alavés,2017-12-04,2017-12-04,0,1,0,0,0,0,1,0,1,0.0,0.0,1.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Giovanni De Biasi,Alavés,2017-11-18,2017-11-18,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.2,LALIGA,PERMANENT,PERMANENT
Juan López Muñiz,Alavés,2020-07-10,2020-07-10,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.2,Asier Garitano,Alavés,2020-07-01,2020-07-01,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,0.0,0.0,LALIGA,PERMANENT,INTERIM
Abelardo Fernández,Alavés,2021-01-19,2021-01-19,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.0,Pablo Machín,Alavés,2021-01-03,2021-01-03,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Javier Calleja,Alavés,2021-04-10,2021-04-10,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,Abelardo Fernández,Alavés,2021-03-21,2021-03-21,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,LALIGA,PERMANENT,PERMANENT
Mendilibar,Alavés,2022-01-02,2022-01-02,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Javier Calleja,Alavés,2021-12-18,2021-12-18,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,LALIGA,PERMANENT,PERMANENT
Julio Velázquez,Alavés,2022-04-10,2022-04-10,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.1,Mendilibar,Alavés,2022-03-19,2022-03-19,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.1,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Freddie Ljungberg,Arsenal,2019-12-01,2019-12-01,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.8,0.0,0.0,0.0,0.0,Unai Emery,Arsenal,2019-11-09,2019-11-09,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,EPL,PERMANENT,INTERIM
Mikel Arteta,Arsenal,2019-12-26,2019-12-26,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.0,0.0,Freddie Ljungberg,Arsenal,2019-12-15,2019-12-15,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,0.0,0.0,EPL,INTERIM,PERMANENT
Gaizka Garitano,Athletic Club,2018-12-10,2018-12-10,1,0,0,0,0,0,1,1,0,2.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eduardo Berizzo,Athletic Club,2018-11-25,2018-11-25,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
